2	23	85.8	76.25	83.6	74.875	11.056000000000001	5.5424999999999995	12.948000000000002	3.466250000000001	96.0	107.6	0.518	13.0	21.5	0.188	0.495	13.0	78.4	0.191	99.8	109.5	0.535	14.6	25.3	0.198	0.492	12.6	78.6	0.218	10	10	0	0	0	0	0	1	
10	21	87.0	76.0	80.0	72.75	14.756	4.6875	10.39	3.5587500000000007	99.6	113.6	0.569	14.1	21.0	0.195	0.504	12.6	76.3	0.186	96.7	110.7	0.514	12.4	27.7	0.197	0.525	14.7	77.4	0.193	10	10	0	0	0	0	0	1	
4	17	81.4	76.375	86.4	75.25	10.822	5.0337499999999995	15.063999999999998	4.680000000000001	98.4	109.4	0.508	11.4	22.2	0.233	0.532	12.4	80.7	0.165	96.2	109.8	0.531	12.9	20.4	0.22	0.528	14.2	75.9	0.22	10	10	0	0	0	0	0	2	
9	3	80.0	73.7	79.0	73.71428571428571	10.276	5.128000000000001	6.114000000000002	4.134285714285714	96.2	107.2	0.512	12.3	22.7	0.169	0.524	13.7	78.5	0.172	98.9	106.9	0.514	13.6	21.0	0.201	0.517	11.0	77.0	0.201	10	10	0	0	0	0	0	1	
12	15	84.4	76.125	79.6	77.5	12.729999999999999	5.4025	9.784	7.1937500000000005	96.0	109.5	0.525	12.3	22.7	0.173	0.527	14.2	76.2	0.174	94.9	104.5	0.5	14.0	22.4	0.201	0.529	13.8	76.5	0.256	10	10	0	0	0	0	0	1	
22	16	81.4	73.25	79.4	74.25	11.036000000000003	4.991250000000001	9.224	5.556250000000001	98.1	105.2	0.512	13.3	20.0	0.18	0.525	12.8	75.6	0.187	95.6	106.8	0.52	13.3	21.5	0.173	0.507	13.1	79.0	0.215	10	10	0	0	0	0	0	1	
20	1	78.0	76.25	78.0	73.5	9.094	3.62	7.0040000000000004	2.6862500000000002	96.8	107.1	0.51	13.3	24.1	0.17	0.522	12.2	76.7	0.208	98.3	105.0	0.512	14.1	21.1	0.185	0.536	13.6	76.2	0.183	10	10	0	0	0	0	0	1	
28	6	85.4	74.625	80.0	74.875	11.222	6.0512500000000005	8.73	4.68625	97.4	113.8	0.539	12.1	23.0	0.198	0.501	13.0	77.7	0.212	98.0	112.9	0.547	12.6	20.1	0.214	0.54	12.2	77.3	0.166	10	10	0	0	0	0	0	1	
11	19	84.6	73.83333333333333	84.4	75.75	14.282	5.864999999999999	13.224	4.706250000000001	97.6	114.7	0.551	12.7	21.3	0.233	0.521	13.4	79.9	0.171	100.5	109.6	0.541	13.3	20.0	0.183	0.513	12.5	76.7	0.175	10	10	0	0	0	0	0	2	
27	18	83.4	74.75	85.0	76.375	11.654	4.81125	15.454000000000002	3.3049999999999997	95.0	107.9	0.507	12.2	23.7	0.189	0.507	13.2	78.6	0.17	96.0	113.4	0.523	11.4	24.4	0.225	0.539	13.9	76.4	0.189	10	10	0	0	0	0	0	1	
26	29	80.4	73.625	84.6	74.5	7.194	3.45375	12.77	4.1587499999999995	94.9	103.7	0.502	12.8	21.5	0.143	0.542	13.5	77.6	0.199	95.7	108.4	0.527	13.7	21.5	0.202	0.506	14.0	79.8	0.19	10	10	0	0	0	0	0	2	
13	8	80.8	76.625	83.6	74.375	10.498	6.616250000000001	14.266	3.8175	98.7	110.3	0.527	13.2	23.5	0.222	0.52	12.6	76.1	0.203	96.8	112.5	0.536	13.4	25.7	0.198	0.539	12.6	77.5	0.173	10	10	0	0	0	0	0	2	
24	7	79.6	74.75	81.6	75.5	8.425999999999998	6.141250000000001	7.840000000000001	4.57	100.3	103.5	0.495	13.9	22.5	0.203	0.533	11.9	76.5	0.212	95.6	106.3	0.513	11.6	18.0	0.166	0.532	12.9	78.9	0.193	10	10	0	0	0	0	0	1	
