79.4	72.875	80.0	70.25	11.832	5.142499999999999	10.31	3.30125	93.9	108.9	0.527	13.5	21.4	0.201	0.492	14.9	73.4	0.185	92.8	105.3	0.482	12.3	27.7	0.184	0.502	13.2	75.0	0.192	10	10	0	0	0	94.0	106.0	
80.0	73.25	80.4	71.125	11.776	4.345000000000001	12.834	4.197500000000001	92.8	107.5	0.489	12.9	27.0	0.238	0.473	11.3	74.4	0.182	92.3	111.1	0.52	13.4	26.8	0.216	0.502	12.6	74.7	0.177	10	10	0	0	0	97.0	95.0	
85.8	73.0	76.2	74.71428571428571	13.536000000000001	5.3725	9.092	7.162857142857144	98.3	111.6	0.54	13.1	24.1	0.184	0.47	14.3	74.5	0.217	91.4	108.2	0.501	12.5	27.1	0.198	0.496	11.7	75.1	0.195	10	10	0	0	0	111.0	95.0	
78.6	72.75	79.6	72.875	12.016000000000002	4.7475000000000005	10.476	4.66	93.8	101.6	0.494	14.0	23.1	0.168	0.514	13.6	76.0	0.21	93.7	103.7	0.499	14.0	24.9	0.192	0.481	12.9	77.3	0.21	10	10	0	0	0	87.0	88.0	
81.4	73.875	79.0	71.625	12.036000000000001	5.063750000000001	9.252	5.06875	92.8	111.0	0.508	12.0	25.6	0.232	0.506	13.4	73.3	0.208	93.2	103.5	0.484	13.1	24.0	0.201	0.478	12.0	77.9	0.217	10	10	0	0	0	106.0	99.0	
83.6	73.0	77.6	72.375	13.422000000000002	4.97625	9.432	4.52875	90.9	103.9	0.5	14.5	23.2	0.227	0.505	14.2	73.4	0.213	93.0	100.1	0.456	11.2	22.1	0.202	0.487	12.0	79.3	0.188	10	10	0	0	0	104.0	94.0	
76.0	72.75	80.0	73.25	10.004000000000001	5.68125	9.419999999999998	3.375	92.7	104.4	0.491	13.0	23.9	0.2	0.506	12.9	73.7	0.185	99.5	97.5	0.466	11.8	15.2	0.184	0.452	9.0	21.6	0.106	10	1	0	1.0	0	100.0	115.0	
76.4	75.5	73.6	71.0	8.166	7.0925	5.540000000000001	3.2014285714285715	95.8	104.7	0.489	12.5	24.7	0.176	0.494	13.7	75.0	0.208	95.7	95.5	0.459	16.0	25.5	0.195	0.497	15.2	73.0	0.225	10	10	0	0	0	112.0	95.0	
80.0	70.5	80.2	71.0	15.479999999999999	1.7287499999999996	9.426000000000002	4.84875	95.3	111.2	0.448	12.3	41.1	0.208	0.5	14.5	16.3	0.146	90.4	105.1	0.494	14.6	29.1	0.214	0.491	12.8	76.3	0.199	1	10	1.0	0	0	92.0	87.0	
78.0	73.0	77.2	72.625	12.437999999999999	6.03625	5.284000000000001	4.285	96.5	107.0	0.512	15.0	26.8	0.223	0.486	14.6	72.9	0.208	96.1	104.5	0.479	12.7	26.6	0.204	0.504	13.0	74.7	0.239	10	10	0	0	0	85.0	105.0	
84.4	71.625	83.6	74.25	13.584000000000003	6.55125	13.818000000000003	6.072500000000001	95.7	107.8	0.492	13.1	28.9	0.214	0.489	12.4	75.6	0.213	93.8	108.5	0.517	13.1	23.4	0.2	0.484	13.3	77.3	0.19	10	10	0	0	0	112.0	106.0	
75.4	71.875	77.4	72.0	9.326	4.897500000000001	6.964000000000001	4.63625	94.1	102.7	0.499	15.5	25.4	0.195	0.487	15.9	73.3	0.221	91.2	99.9	0.47	14.0	24.5	0.18	0.512	13.3	73.1	0.234	10	10	0	0	0	97.0	122.0	
79.2	72.75	80.4	71.125	12.262000000000002	5.246250000000001	12.36	2.1625	92.0	105.7	0.489	12.6	24.7	0.214	0.492	14.5	75.3	0.183	99.5	95.5	0.452	9.0	21.6	0.106	0.466	11.8	15.2	0.184	10	1	0	0.0	0	76.0	106.0	
78.2	74.0	78.6	72.75	12.258	3.9	9.6	3.5812500000000003	96.3	105.3	0.501	13.7	24.5	0.191	0.497	14.0	73.5	0.221	95.2	109.5	0.515	11.9	23.6	0.197	0.503	14.7	72.2	0.204	10	10	0	0	0	95.0	111.0	
80.2	70.75	78.6	73.0	8.278	3.9675000000000002	6.040000000000001	5.485714285714286	94.2	108.2	0.508	12.6	24.2	0.18	0.476	11.3	76.2	0.182	100.1	94.9	0.458	15.9	18.6	0.229	0.474	15.9	45.7	0.208	10	1	0	0.0	0	112.0	94.0	
79.6	72.625	83.6	73.625	11.806000000000001	4.6625000000000005	14.306000000000001	7.7162500000000005	95.4	105.3	0.49	14.8	26.5	0.276	0.507	11.8	75.2	0.2	94.7	112.4	0.533	11.6	22.8	0.215	0.493	13.2	75.7	0.231	10	10	0	0	0	104.0	111.0	
76.4	70.5	77.8	73.125	6.312	5.60375	7.386	6.87875	94.0	103.4	0.473	12.1	25.4	0.204	0.518	12.1	76.3	0.231	94.4	102.9	0.468	13.7	26.6	0.24	0.537	13.9	71.6	0.187	10	10	0	0	0	111.0	112.0	
79.0	71.625	79.6	72.5	12.280000000000001	2.825	7.360000000000001	1.5	103.6	95.5	0.424	11.5	16.3	0.302	0.494	17.1	22.0	0.338	95.7	79.4	0.366	14.9	20.8	0.195	0.565	17.2	29.3	0.131	1	1	0.0	0.0	0	103.0	112.0	
77.4	72.0	79.4	72.125	8.139999999999999	9.325	7.62	4.83375	95.2	128.2	0.5	9.2	39.6	0.312	0.401	15.3	37.5	0.326	95.3	98.6	0.5	14.5	16.3	0.146	0.448	12.3	41.1	0.208	1	2	1.0	0.0	0	101.0	112.0	
